"","fips","state_id","county","UnempRate","Population","PercBach","MinorityRate","cases","deaths"
"723",18071,"IN","Jackson County, IN","High","Low","Low","Low",5185892,90335
"724",18073,"IN","Jasper County, IN","High","Low","High","Low",868084,22454
"725",18075,"IN","Jay County, IN","Low","Low","Low","Low",87725,1132
"726",18077,"IN","Jefferson County, IN","High","Low","Low","Low",15825803,309081
"727",18079,"IN","Jennings County, IN","High","Low","Low","Low",107714,3497
"728",18081,"IN","Johnson County, IN","Low","Low","Low","Low",6158315,100998
"729",18083,"IN","Knox County, IN","Low","Low","Low","Low",2982515,31708
"730",18085,"IN","Kosciusko County, IN","Low","Low","Low","Low",445211,5209
"731",18087,"IN","LaGrange County, IN","Low","Low","Low","Low",178965,3640
"732",18089,"IN","Lake County, IN","High","Low","Low","High",10437532,247745
"733",18091,"IN","LaPorte County, IN","High","Low","High","Low",493823,12066
"734",18093,"IN","Lawrence County, IN","High","Low","Low","Low",1697629,38325
"735",18095,"IN","Madison County, IN","High","Low","High","Low",7167895,123804
"736",18097,"IN","Marion County, IN","High","Low","Low","High",11139856,313433
"737",18099,"IN","Marshall County, IN","Low","Low","High","Low",2461176,33656
"738",18101,"IN","Martin County, IN","Low","Low","Low","Low",1276300,32639
"739",18103,"IN","Miami County, IN","High","Low","Low","Low",733651,13651
"740",18105,"IN","Monroe County, IN","Low","Low","Low","Low",5435794,166229
"741",18107,"IN","Montgomery County, IN","Low","Low","High","Low",17144036,540993
"742",18109,"IN","Morgan County, IN","Low","Low","Low","Low",1889018,36521
"743",18111,"IN","Newton County, IN","High","Low","Low","Low",846183,26622
"744",18113,"IN","Noble County, IN","High","Low","Low","Low",380587,10165
"745",18115,"IN","Ohio County, IN","High","Low","High","Low",287830,5022
"746",18117,"IN","Orange County, IN","High","Low","Low","Low",24106517,441269
"747",18119,"IN","Owen County, IN","Low","Low","Low","Low",88570,1388
"748",18121,"IN","Parke County, IN","Low","Low","Low","Low",58627,565
"749",18123,"IN","Perry County, IN","Low","Low","Low","Low",875485,17856
"750",18125,"IN","Pike County, IN","Low","Low","Low","Low",1217585,25991
"751",18127,"IN","Porter County, IN","High","Low","Low","Low",795317,13179
"752",18129,"IN","Posey County, IN","Low","Low","Low","Low",119304,1274
"753",18131,"IN","Pulaski County, IN","Low","Low","Low","Low",2631847,45017
"754",18133,"IN","Putnam County, IN","Low","Low","Low","Low",2291169,50448
"755",18135,"IN","Randolph County, IN","Low","Low","Low","Low",1545414,31971
"756",18137,"IN","Ripley County, IN","Low","Low","High","Low",180621,3316
"757",18139,"IN","Rush County, IN","Low","Low","High","Low",88507,1148
"758",18141,"IN","St. Joseph County, IN","High","Low","Low","High",2083231,35815
"759",18143,"IN","Scott County, IN","High","Low","Low","Low",2832988,34477
"760",18145,"IN","Shelby County, IN","High","Low","Low","Low",9042710,134995
"761",18147,"IN","Spencer County, IN","Low","Low","Low","Low",145424,1118
"762",18149,"IN","Starke County, IN","High","Low","Low","Low",95108,2717
"763",18151,"IN","Steuben County, IN","Low","Low","High","Low",340656,13303
"764",18153,"IN","Sullivan County, IN","High","Low","Low","Low",1252497,21371
"765",18155,"IN","Switzerland County, IN","High","Low","Low","Low",27475,217
"766",18157,"IN","Tippecanoe County, IN","Low","Low","Low","High",858432,4428
"767",18159,"IN","Tipton County, IN","Low","Low","Low","Low",507389,8330
"768",18161,"IN","Union County, IN","Low","Low","Low","Low",7907543,375912
"769",18163,"IN","Vanderburgh County, IN","High","Low","Low","Low",1032299,11525
"770",18165,"IN","Vermillion County, IN","High","Low","Low","Low",58351,749
"771",18167,"IN","Vigo County, IN","High","Low","High","Low",563352,9256
"772",18169,"IN","Wabash County, IN","Low","Low","High","Low",193104,3059
"773",18171,"IN","Warren County, IN","Low","Low","Low","Low",3739324,89759
"774",18173,"IN","Warrick County, IN","Low","Low","High","Low",348803,11488
"775",18175,"IN","Washington County, IN","High","Low","Low","Low",10598749,179119
"776",18177,"IN","Wayne County, IN","High","Low","High","Low",12133399,793453
"777",18179,"IN","Wells County, IN","Low","Low","Low","Low",138781,2706
"778",18181,"IN","White County, IN","Low","Low","Low","Low",832486,14940
"779",18183,"IN","Whitley County, IN","Low","Low","High","Low",268268,2473
"780",19001,"IA","Adair County, IA","Low","Low","Low","Low",279062,8291
"781",19003,"IA","Adams County, IA","Low","Low","Low","Low",4493161,83550
"782",19005,"IA","Allamakee County, IA","Low","Low","Low","Low",85186,1799
"783",19007,"IA","Appanoose County, IA","Low","Low","Low","Low",58137,1646
"784",19009,"IA","Audubon County, IA","Low","Low","High","Low",26226,384
"785",19011,"IA","Benton County, IA","Low","Low","Low","Low",3318334,58251
"786",19013,"IA","Black Hawk County, IA","Low","Low","Low","High",1225502,21475
"787",19015,"IA","Boone County, IA","Low","Low","Low","Low",2591455,33899
"788",19017,"IA","Bremer County, IA","Low","Low","Low","Low",158389,2582
"789",19019,"IA","Buchanan County, IA","Low","Low","Low","Low",792875,9454
"790",19021,"IA","Buena Vista County, IA","Low","Low","Low","High",472519,2690
"791",19023,"IA","Butler County, IA","Low","Low","High","Low",3020948,45139
"792",19025,"IA","Calhoun County, IA","Low","Low","High","Low",1886012,37917
"793",19027,"IA","Carroll County, IA","Low","Low","High","Low",2260927,67235
"794",19029,"IA","Cass County, IA","Low","Low","Low","Low",2823030,38161
"795",19031,"IA","Cedar County, IA","Low","Low","Low","Low",161220,1788
"796",19033,"IA","Cerro Gordo County, IA","Low","Low","Low","Low",307790,4972
"797",19035,"IA","Cherokee County, IA","Low","Low","Low","Low",2509424,40122
"798",19037,"IA","Chickasaw County, IA","Low","Low","High","Low",219785,5933
"799",19039,"IA","Clarke County, IA","Low","Low","High","Low",1389954,20822
"800",19041,"IA","Clay County, IA","Low","Low","Low","Low",2512056,50879
"801",19043,"IA","Clayton County, IA","Low","Low","High","Low",1584814,33843
"802",19045,"IA","Clinton County, IA","Low","Low","Low","Low",1444383,27366
"803",19047,"IA","Crawford County, IA","Low","Low","Low","Low",1524601,16985
"804",19049,"IA","Dallas County, IA","Low","Low","Low","Low",17823910,237981
"805",19051,"IA","Davis County, IA","Low","Low","High","Low",1633834,7966
"806",19053,"IA","Decatur County, IA","Low","Low","Low","Low",526078,17637
"807",19055,"IA","Delaware County, IA","Low","Low","Low","Low",4545908,213979
"808",19057,"IA","Des Moines County, IA","High","Low","Low","Low",245180,2035
"809",19059,"IA","Dickinson County, IA","Low","Low","High","Low",326157,5568
"810",19061,"IA","Dubuque County, IA","Low","Low","Low","Low",873551,11725
"811",19063,"IA","Emmet County, IA","Low","Low","High","Low",149461,4366
"812",19065,"IA","Fayette County, IA","Low","Low","Low","Low",3613942,51720
"813",19067,"IA","Floyd County, IA","Low","Low","Low","Low",1279245,31127
"814",19069,"IA","Franklin County, IA","Low","Low","High","Low",10867139,218177
"815",19071,"IA","Fremont County, IA","Low","Low","High","Low",580371,5763
"816",19073,"IA","Greene County, IA","Low","Low","Low","Low",3436801,66823
"817",19075,"IA","Grundy County, IA","Low","Low","Low","Low",431967,5860
"818",19077,"IA","Guthrie County, IA","Low","Low","Low","Low",72806,2116
"819",19079,"IA","Hamilton County, IA","Low","Low","Low","Low",7810020,128627
"820",19081,"IA","Hancock County, IA","Low","Low","Low","Low",1085616,34013
"821",19083,"IA","Hardin County, IA","Low","Low","Low","Low",1070677,16577
"822",19085,"IA","Harrison County, IA","Low","Low","High","Low",1618390,34016
"823",19087,"IA","Henry County, IA","Low","Low","Low","Low",2529359,40412
"824",19089,"IA","Howard County, IA","Low","Low","High","Low",2013133,50224
"825",19091,"IA","Humboldt County, IA","Low","Low","Low","Low",227251,3456
"826",19093,"IA","Ida County, IA","Low","Low","Low","Low",41467,867
"827",19095,"IA","Iowa County, IA","Low","Low","Low","Low",179429,1450
"828",19097,"IA","Jackson County, IA","Low","Low","Low","Low",5185892,90335
"829",19099,"IA","Jasper County, IA","Low","Low","Low","Low",868084,22454
"830",19101,"IA","Jefferson County, IA","Low","Low","Low","High",15825803,309081
"831",19103,"IA","Johnson County, IA","Low","Low","Low","High",6158315,100998
"832",19105,"IA","Jones County, IA","Low","Low","Low","Low",1032599,21862
"833",19107,"IA","Keokuk County, IA","Low","Low","Low","Low",45359,770
"834",19109,"IA","Kossuth County, IA","Low","Low","Low","Low",90271,746
"835",19111,"IA","Lee County, IA","Low","Low","High","Low",7279484,145230
"836",19113,"IA","Linn County, IA","Low","Low","High","Low",1497566,33122
"837",19115,"IA","Louisa County, IA","Low","Low","Low","Low",198464,4468
"838",19117,"IA","Lucas County, IA","Low","Low","Low","Low",1960667,85659
"839",19119,"IA","Lyon County, IA","Low","Low","Low","Low",731679,11606
"840",19121,"IA","Madison County, IA","Low","Low","Low","Low",7167895,123804
"841",19123,"IA","Mahaska County, IA","Low","Low","High","Low",120086,4602
"842",19125,"IA","Marion County, IA","Low","Low","Low","Low",11139856,313433
"843",19127,"IA","Marshall County, IA","High","Low","Low","Low",2461176,33656
"844",19129,"IA","Mills County, IA","Low","Low","Low","Low",95968,970
"845",19131,"IA","Mitchell County, IA","Low","Low","High","Low",337344,12809
"846",19133,"IA","Monona County, IA","Low","Low","Low","Low",44201,515
"847",19135,"IA","Monroe County, IA","Low","Low","High","Low",5435794,166229
"848",19137,"IA","Montgomery County, IA","Low","Low","Low","Low",17144036,540993
"849",19139,"IA","Muscatine County, IA","Low","Low","High","Low",331506,12592
"850",19141,"IA","O'Brien County, IA","Low","Low","Low","Low",115156,2877
"851",19143,"IA","Osceola County, IA","Low","Low","Low","Low",2564642,31446
"852",19145,"IA","Page County, IA","Low","Low","Low","Low",185226,6740
"853",19147,"IA","Palo Alto County, IA","Low","Low","Low","Low",56980,273
"854",19149,"IA","Plymouth County, IA","Low","Low","Low","Low",2994363,186811
"855",19151,"IA","Pocahontas County, IA","Low","Low","Low","Low",71642,635
"856",19153,"IA","Polk County, IA","Low","Low","Low","Low",9066243,176153
"857",19155,"IA","Pottawattamie County, IA","Low","Low","Low","Low",618849,8495
"858",19157,"IA","Poweshiek County, IA","Low","Low","High","Low",93050,2528
"859",19159,"IA","Ringgold County, IA","Low","Low","Low","Low",19554,393
"860",19161,"IA","Sac County, IA","Low","Low","Low","Low",73070,590
"861",19163,"IA","Scott County, IA","Low","Low","High","Low",2832988,34477
"862",19165,"IA","Shelby County, IA","Low","Low","Low","Low",9042710,134995
"863",19167,"IA","Sioux County, IA","Low","Low","High","Low",429076,3055
"864",19169,"IA","Story County, IA","Low","Low","Low","Low",701606,3186
"865",19171,"IA","Tama County, IA","Low","Low","Low","Low",199996,8095
"866",19173,"IA","Taylor County, IA","Low","Low","High","Low",1363749,20610
"867",19175,"IA","Union County, IA","Low","Low","Low","Low",7907543,375912
"868",19177,"IA","Van Buren County, IA","Low","Low","High","Low",370385,6488
"869",19179,"IA","Wapello County, IA","Low","Low","High","Low",319130,11156
"870",19181,"IA","Warren County, IA","Low","Low","Low","Low",3739324,89759
"871",19183,"IA","Washington County, IA","Low","Low","Low","Low",10598749,179119
"872",19185,"IA","Wayne County, IA","Low","Low","Low","Low",12133399,793453
"873",19187,"IA","Webster County, IA","Low","Low","Low","Low",663612,9710
"874",19189,"IA","Winnebago County, IA","Low","Low","Low","Low",3255808,51708
"875",19191,"IA","Winneshiek County, IA","Low","Low","High","Low",89924,1260
"876",19193,"IA","Woodbury County, IA","Low","Low","Low","Low",1365192,17153
"877",19195,"IA","Worth County, IA","Low","Low","Low","Low",166240,6977
"878",19197,"IA","Wright County, IA","Low","Low","Low","Low",867602,5490
"879",20001,"KS","Allen County, KS","Low","Low","High","Low",2545714,67735
"880",20003,"KS","Anderson County, KS","Low","Low","High","Low",1765181,37799
"881",20005,"KS","Atchison County, KS","Low","Low","Low","Low",99789,904
"882",20007,"KS","Barber County, KS","Low","Low","Low","Low",13322,80
"883",20009,"KS","Barton County, KS","Low","Low","High","Low",198526,1910
"884",20011,"KS","Bourbon County, KS","Low","Low","Low","Low",108969,810
"885",20013,"KS","Brown County, KS","Low","Low","Low","Low",3283747,30712
"886",20015,"KS","Butler County, KS","Low","Low","Low","Low",3020948,45139
"887",20017,"KS","Chase County, KS","Low","Low","Low","Low",38315,400
"888",20019,"KS","Chautauqua County, KS","Low","Low","Low","Low",182218,1378
"889",20021,"KS","Cherokee County, KS","Low","Low","Low","Low",2509424,40122
"890",20023,"KS","Cheyenne County, KS","Low","Low","Low","Low",57645,1054
"891",20025,"KS","Clark County, KS","Low","Low","High","Low",17233114,317066
"892",20027,"KS","Clay County, KS","Low","Low","High","Low",2512056,50879
"893",20029,"KS","Cloud County, KS","Low","Low","Low","Low",43578,190
"894",20031,"KS","Coffey County, KS","Low","Low","Low","Low",36159,2206
"895",20033,"KS","Comanche County, KS","Low","Low","High","Low",533214,5082
"896",20035,"KS","Cowley County, KS","Low","Low","High","Low",131999,1062
"897",20037,"KS","Crawford County, KS","Low","Low","High","Low",1524601,16985
"898",20039,"KS","Decatur County, KS","Low","Low","High","Low",526078,17637
"899",20041,"KS","Dickinson County, KS","Low","Low","High","Low",326157,5568
"900",20043,"KS","Doniphan County, KS","Low","Low","Low","Low",40770,177
"901",20045,"KS","Douglas County, KS","Low","Low","Low","High",7625374,89786
"902",20047,"KS","Edwards County, KS","Low","Low","High","Low",43802,425
"903",20049,"KS","Elk County, KS","Low","Low","Low","Low",53438,673
"904",20051,"KS","Ellis County, KS","Low","Low","High","Low",1167792,16798
"905",20053,"KS","Ellsworth County, KS","Low","Low","Low","Low",51085,221
"906",20055,"KS","Finney County, KS","Low","Low","High","Low",611203,3644
"907",20057,"KS","Ford County, KS","Low","Low","Low","Low",746482,4370
"908",20059,"KS","Franklin County, KS","Low","Low","Low","Low",10867139,218177
"909",20061,"KS","Geary County, KS","High","Low","High","High",105835,678
"910",20063,"KS","Gove County, KS","Low","Low","High","Low",22987,1363
"911",20065,"KS","Graham County, KS","Low","Low","Low","Low",260554,5653
"912",20067,"KS","Grant County, KS","Low","Low","Low","Low",1687989,28993
"913",20069,"KS","Gray County, KS","Low","Low","Low","Low",152524,2316
"914",20071,"KS","Greeley County, KS","Low","Low","High","Low",16190,20
"915",20073,"KS","Greenwood County, KS","Low","Low","Low","Low",443133,10678
"916",20075,"KS","Hamilton County, KS","Low","Low","High","Low",7810020,128627
"917",20077,"KS","Harper County, KS","Low","Low","Low","Low",44456,915
"918",20079,"KS","Harvey County, KS","Low","Low","High","Low",144775,1695
"919",20081,"KS","Haskell County, KS","Low","Low","High","Low",104207,1275
"920",20083,"KS","Hodgeman County, KS","Low","Low","Low","Low",10216,124
"921",20085,"KS","Jackson County, KS","Low","Low","Low","Low",5185892,90335
"922",20087,"KS","Jefferson County, KS","Low","Low","Low","Low",15825803,309081
"923",20089,"KS","Jewell County, KS","Low","Low","High","Low",8506,163
"924",20091,"KS","Johnson County, KS","Low","Low","Low","Low",6158315,100998
"925",20093,"KS","Kearny County, KS","Low","Low","High","Low",34271,700
"926",20095,"KS","Kingman County, KS","Low","Low","Low","Low",29360,373
"927",20097,"KS","Kiowa County, KS","Low","Low","High","Low",43095,637
"928",20099,"KS","Labette County, KS","Low","Low","Low","Low",87814,692
"929",20101,"KS","Lane County, KS","Low","Low","High","Low",412175,4935
"930",20103,"KS","Leavenworth County, KS","Low","Low","Low","Low",522439,3604
"931",20105,"KS","Lincoln County, KS","Low","Low","High","Low",2971136,39319
"932",20107,"KS","Linn County, KS","High","Low","High","Low",1497566,33122
"933",20109,"KS","Logan County, KS","Low","Low","Low","Low",1082458,18834
"934",20111,"KS","Lyon County, KS","Low","Low","High","Low",731679,11606
"935",20113,"KS","McPherson County, KS","Low","Low","High","Low",132337,1020
"936",20115,"KS","Marion County, KS","Low","Low","High","Low",11139856,313433
"937",20117,"KS","Marshall County, KS","Low","Low","Low","Low",2461176,33656
"938",20119,"KS","Meade County, KS","Low","Low","Low","Low",251392,2338
"939",20121,"KS","Miami County, KS","Low","Low","High","Low",733651,13651
"940",20123,"KS","Mitchell County, KS","Low","Low","High","Low",337344,12809
"941",20125,"KS","Montgomery County, KS","High","Low","High","Low",17144036,540993
"942",20127,"KS","Morris County, KS","Low","Low","Low","Low",2383729,199581
"943",20129,"KS","Morton County, KS","Low","Low","Low","Low",358695,7084
"944",20131,"KS","Nemaha County, KS","Low","Low","High","Low",103833,1637
"945",20133,"KS","Neosho County, KS","Low","Low","High","Low",59080,198
"946",20135,"KS","Ness County, KS","Low","Low","Low","Low",22222,1097
"947",20137,"KS","Norton County, KS","Low","Low","High","Low",75683,1525
"948",20139,"KS","Osage County, KS","Low","Low","Low","Low",337138,4082
"949",20141,"KS","Osborne County, KS","Low","Low","High","Low",6947,0
"950",20143,"KS","Ottawa County, KS","Low","Low","Low","Low",1553844,28277
"951",20145,"KS","Pawnee County, KS","Low","Low","Low","Low",140946,1160
"952",20147,"KS","Phillips County, KS","Low","Low","Low","Low",192740,4483
"953",20149,"KS","Pottawatomie County, KS","Low","Low","Low","Low",418130,2960
"954",20151,"KS","Pratt County, KS","Low","Low","Low","Low",37271,545
"955",20153,"KS","Rawlins County, KS","Low","Low","High","Low",18798,155
"956",20155,"KS","Reno County, KS","Low","Low","Low","Low",406388,3836
"957",20157,"KS","Republic County, KS","Low","Low","High","Low",26229,374
"958",20159,"KS","Rice County, KS","Low","Low","High","Low",449981,3413
"959",20161,"KS","Riley County, KS","Low","Low","High","High",361447,1818
"960",20163,"KS","Rooks County, KS","Low","Low","Low","Low",27834,678
"961",20165,"KS","Rush County, KS","Low","Low","Low","Low",88507,1148
"962",20167,"KS","Russell County, KS","Low","Low","High","Low",530469,4573
"963",20169,"KS","Saline County, KS","Low","Low","Low","Low",1228782,13017
"964",20171,"KS","Scott County, KS","Low","Low","High","Low",2832988,34477
"965",20173,"KS","Sedgwick County, KS","High","Low","High","High",2560430,20703
"966",20175,"KS","Seward County, KS","Low","Low","Low","Low",511872,2580
"967",20177,"KS","Shawnee County, KS","Low","Low","High","High",765594,12994
"968",20179,"KS","Sheridan County, KS","Low","Low","High","Low",210424,1477
"969",20181,"KS","Sherman County, KS","Low","Low","High","Low",59829,974
"970",20183,"KS","Smith County, KS","Low","Low","High","Low",1356933,26080
"971",20185,"KS","Stafford County, KS","Low","Low","Low","Low",482037,3402
"972",20187,"KS","Stanton County, KS","Low","Low","High","Low",33647,397
"973",20189,"KS","Stevens County, KS","Low","Low","High","Low",137694,1389
"974",20191,"KS","Sumner County, KS","High","Low","Low","Low",1281123,23740
"975",20193,"KS","Thomas County, KS","Low","Low","Low","Low",362230,13626
"976",20195,"KS","Trego County, KS","Low","Low","High","Low",17141,366
"977",20197,"KS","Wabaunsee County, KS","Low","Low","Low","Low",26629,139
"978",20199,"KS","Wallace County, KS","Low","Low","Low","Low",9568,0
"979",20201,"KS","Washington County, KS","Low","Low","High","Low",10598749,179119
"980",20203,"KS","Wichita County, KS","Low","Low","High","Low",656022,10132
"981",20205,"KS","Wilson County, KS","High","Low","Low","Low",1541861,26080
"982",20207,"KS","Woodson County, KS","Low","Low","High","Low",6851,0
"983",20209,"KS","Wyandotte County, KS","High","Low","High","High",1542143,30650
"984",21001,"KY","Adair County, KY","High","Low","High","Low",279062,8291
"985",21003,"KY","Allen County, KY","Low","Low","Low","Low",2545714,67735
"986",21005,"KY","Anderson County, KY","Low","Low","Low","Low",1765181,37799
"987",21007,"KY","Ballard County, KY","Low","Low","Low","Low",15821,166
"988",21009,"KY","Barren County, KY","High","Low","High","Low",193841,2685
"989",21011,"KY","Bath County, KY","High","Low","Low","Low",32485,298
"990",21013,"KY","Bell County, KY","High","Low","Low","Low",1263142,17510
"991",21015,"KY","Boone County, KY","Low","Low","Low","Low",2591455,33899
"992",21017,"KY","Bourbon County, KY","Low","Low","Low","Low",108969,810
"993",21019,"KY","Boyd County, KY","High","Low","Low","Low",165253,2795
"994",21021,"KY","Boyle County, KY","High","Low","Low","Low",98554,11
"995",21023,"KY","Bracken County, KY","Low","Low","Low","Low",15834,182
"996",21025,"KY","Breathitt County, KY","High","Low","High","Low",30014,165
"997",21027,"KY","Breckinridge County, KY","High","Low","High","Low",40978,559
"998",21029,"KY","Bullitt County, KY","Low","Low","Low","Low",267332,2592
"999",21031,"KY","Butler County, KY","High","Low","High","Low",3020948,45139
"1000",21033,"KY","Caldwell County, KY","Low","Low","Low","Low",783663,9566
"1001",21035,"KY","Calloway County, KY","Low","Low","Low","Low",163475,1743
"1002",21037,"KY","Campbell County, KY","Low","Low","Low","Low",785601,8564
"1003",21039,"KY","Carlisle County, KY","Low","Low","Low","Low",19955,245
"1004",21041,"KY","Carroll County, KY","Low","Low","Low","Low",2260927,67235
"1005",21043,"KY","Carter County, KY","High","Low","Low","Low",549241,8884
"1006",21045,"KY","Casey County, KY","Low","Low","High","Low",67250,2760
"1007",21047,"KY","Christian County, KY","High","Low","High","High",862228,11538
"1008",21049,"KY","Clark County, KY","Low","Low","Low","Low",17233114,317066
"1009",21051,"KY","Clay County, KY","High","Low","Low","Low",2512056,50879
"1010",21053,"KY","Clinton County, KY","Low","Low","Low","Low",1444383,27366
"1011",21055,"KY","Crittenden County, KY","Low","Low","Low","Low",454771,8552
"1012",21057,"KY","Cumberland County, KY","Low","Low","Low","Low",3667132,96150
"1013",21059,"KY","Daviess County, KY","Low","Low","Low","Low",586457,13685
"1014",21061,"KY","Edmonson County, KY","High","Low","Low","Low",44080,2755
"1015",21063,"KY","Elliott County, KY","High","Low","Low","Low",42551,28
"1016",21065,"KY","Estill County, KY","High","Low","Low","Low",40744,0
"1017",21067,"KY","Fayette County, KY","Low","Low","Low","High",3613942,51720
"1018",21069,"KY","Fleming County, KY","High","Low","High","Low",34300,32
"1019",21071,"KY","Floyd County, KY","High","Low","Low","Low",1279245,31127
"1020",21073,"KY","Franklin County, KY","Low","Low","Low","High",10867139,218177
"1021",21075,"KY","Fulton County, KY","Low","Low","Low","High",6308351,131880
"1022",21077,"KY","Gallatin County, KY","Low","Low","High","Low",653504,3902
"1023",21079,"KY","Garrard County, KY","Low","Low","Low","Low",55389,448
"1024",21081,"KY","Grant County, KY","High","Low","Low","Low",1687989,28993
"1025",21083,"KY","Graves County, KY","Low","Low","High","Low",197867,6776
"1026",21085,"KY","Grayson County, KY","High","Low","Low","Low",645645,16638
"1027",21087,"KY","Green County, KY","Low","Low","Low","Low",213923,2033
"1028",21089,"KY","Greenup County, KY","High","Low","Low","Low",122289,1247
"1029",21091,"KY","Hancock County, KY","Low","Low","Low","Low",1085616,34013
"1030",21093,"KY","Hardin County, KY","High","Low","Low","High",1070677,16577
"1031",21095,"KY","Harlan County, KY","High","Low","Low","Low",109827,1840
"1032",21097,"KY","Harrison County, KY","Low","Low","Low","Low",1618390,34016
"1033",21099,"KY","Hart County, KY","Low","Low","Low","Low",183202,3087
"1034",21101,"KY","Henderson County, KY","Low","Low","Low","Low",1169188,27846
"1035",21103,"KY","Henry County, KY","Low","Low","Low","Low",2529359,40412
"1036",21105,"KY","Hickman County, KY","Low","Low","Low","Low",151131,1943
"1037",21107,"KY","Hopkins County, KY","High","Low","Low","Low",314325,15135
"1038",21109,"KY","Jackson County, KY","High","Low","Low","Low",5185892,90335
"1039",21111,"KY","Jefferson County, KY","Low","Low","Low","High",15825803,309081
"1040",21113,"KY","Jessamine County, KY","Low","Low","Low","Low",176963,2068
"1041",21115,"KY","Johnson County, KY","High","Low","Low","Low",6158315,100998
"1042",21117,"KY","Kenton County, KY","Low","Low","Low","Low",604959,11467
"1043",21119,"KY","Knott County, KY","High","Low","Low","Low",50675,718
"1044",21121,"KY","Knox County, KY","High","Low","High","Low",2982515,31708
"1045",21123,"KY","Larue County, KY","High","Low","High","Low",52744,290
"1046",21125,"KY","Laurel County, KY","Low","Low","Low","Low",240370,1485
"1047",21127,"KY","Lawrence County, KY","High","Low","High","Low",1697629,38325
"1048",21129,"KY","Lee County, KY","Low","Low","Low","Low",7279484,145230
"1049",21131,"KY","Leslie County, KY","High","Low","Low","Low",24826,70
"1050",21133,"KY","Letcher County, KY","High","Low","Low","Low",50966,289
"1051",21135,"KY","Lewis County, KY","High","Low","Low","Low",360387,7180
"1052",21137,"KY","Lincoln County, KY","High","Low","Low","Low",2971136,39319
"1053",21139,"KY","Livingston County, KY","High","Low","Low","Low",878118,14638
"1054",21141,"KY","Logan County, KY","Low","Low","Low","Low",1082458,18834
"1055",21143,"KY","Lyon County, KY","Low","Low","Low","Low",731679,11606
"1056",21145,"KY","McCracken County, KY","High","Low","Low","Low",251274,2490
"1057",21147,"KY","McCreary County, KY","High","Low","Low","Low",54320,167
"1058",21149,"KY","McLean County, KY","Low","Low","Low","Low",893660,9196
"1059",21151,"KY","Madison County, KY","Low","Low","Low","Low",7167895,123804
"1060",21153,"KY","Magoffin County, KY","High","Low","Low","Low",38088,51
"1061",21155,"KY","Marion County, KY","High","Low","High","Low",11139856,313433
"1062",21157,"KY","Marshall County, KY","Low","Low","Low","Low",2461176,33656
"1063",21159,"KY","Martin County, KY","High","Low","Low","Low",1276300,32639
"1064",21161,"KY","Mason County, KY","High","Low","High","Low",318878,5045
"1065",21163,"KY","Meade County, KY","High","Low","Low","Low",251392,2338
"1066",21165,"KY","Menifee County, KY","High","Low","Low","Low",13924,91
"1067",21167,"KY","Mercer County, KY","High","Low","Low","Low",3257380,166492
"1068",21169,"KY","Metcalfe County, KY","High","Low","Low","Low",37023,580
"1069",21171,"KY","Monroe County, KY","Low","Low","Low","Low",5435794,166229
"1070",21173,"KY","Montgomery County, KY","High","Low","Low","Low",17144036,540993
"1071",21175,"KY","Morgan County, KY","Low","Low","Low","Low",1889018,36521
"1072",21177,"KY","Muhlenberg County, KY","High","Low","Low","Low",208647,3431
"1073",21179,"KY","Nelson County, KY","High","Low","Low","Low",229430,1876
"1074",21181,"KY","Nicholas County, KY","Low","Low","Low","Low",49248,879
"1075",21183,"KY","Ohio County, KY","High","Low","Low","Low",287830,5022
"1076",21185,"KY","Oldham County, KY","Low","Low","Low","Low",267974,5084
"1077",21187,"KY","Owen County, KY","Low","Low","Low","Low",88570,1388
"1078",21189,"KY","Owsley County, KY","High","Low","Low","Low",16967,260
"1079",21191,"KY","Pendleton County, KY","Low","Low","Low","Low",47376,266
"1080",21193,"KY","Perry County, KY","High","Low","Low","Low",875485,17856
"1081",21195,"KY","Pike County, KY","High","Low","High","Low",1217585,25991
"1082",21197,"KY","Powell County, KY","High","Low","Low","Low",75700,175
"1083",21199,"KY","Pulaski County, KY","High","Low","Low","Low",2631847,45017
"1084",21201,"KY","Robertson County, KY","Low","Low","Low","Low",587908,8016
"1085",21203,"KY","Rockcastle County, KY","High","Low","Low","Low",53200,419
"1086",21205,"KY","Rowan County, KY","High","Low","Low","Low",827506,20128
"1087",21207,"KY","Russell County, KY","High","Low","Low","Low",530469,4573
"1088",21209,"KY","Scott County, KY","Low","Low","Low","Low",2832988,34477
"1089",21211,"KY","Shelby County, KY","Low","Low","Low","Low",9042710,134995
"1090",21213,"KY","Simpson County, KY","High","Low","Low","Low",285508,8993
"1091",21215,"KY","Spencer County, KY","Low","Low","High","Low",145424,1118
"1092",21217,"KY","Taylor County, KY","Low","Low","Low","Low",1363749,20610
"1093",21219,"KY","Todd County, KY","Low","Low","High","Low",301840,3997
"1094",21221,"KY","Trigg County, KY","High","Low","High","Low",41518,80
"1095",21223,"KY","Trimble County, KY","Low","Low","Low","Low",19539,0
"1096",21225,"KY","Union County, KY","Low","Low","Low","High",7907543,375912
"1097",21227,"KY","Warren County, KY","Low","Low","High","High",3739324,89759
"1098",21229,"KY","Washington County, KY","Low","Low","Low","Low",10598749,179119
"1099",21231,"KY","Wayne County, KY","Low","Low","Low","Low",12133399,793453
"1100",21233,"KY","Webster County, KY","Low","Low","Low","Low",663612,9710
